250,242,217,47761.33480072208
250,244,220,43366.58875912754
250,244,217,43741.884587402456
250,244,216,43900.65764428303
251,243,215,44272.72300419118
250,243,214,44679.9999449458
251,242,218,49051.54292853316
251,242,218,49500.161565457005
251,243,218,49564.72560722614
251,243,217,49996.60673523322
250,241,215,50377.396195745096
240,226,212,88623.0
239,225,212,89784.0
239,225,212,91180.0
239,225,213,91415.0
238,225,212,92582.0
230,216,202,89797.63120818138
230,215,201,90174.89715227345
229,215,200,91495.04800478462
229,215,200,90901.40156101808
229,215,201,91277.87749278732
224,212,204,86564.6879221322
229,217,208,87245.37675531767
228,216,207,88904.38043045672
230,219,209,89514.25226409361
229,218,208,90807.52167474478
229,218,209,89844.86519401986
229,219,209,90718.76129087526
229,218,209,92608.93841342628
230,220,210,92102.09006771445
231,221,211,90759.5242810389
230,220,211,91473.54121791199
230,220,211,92030.07137644105
228,218,209,93524.20328850392
229,219,211,91739.7997742258
233,224,215,90296.3111568354
232,219,206,94087.11392993387
232,219,206,94415.36744050775
231,219,206,95340.59811095614
231,219,206,95761.02083300054
232,219,205,96250.54138978478
247,248,231,15258.546427152352
247,248,231,14951.350884129293
247,248,231,14709.89252190583
247,249,230,14704.3156389785
247,249,229,14234.32177777018
249,250,239,13660.708467566292
249,250,239,13841.81093329098
249,250,239,13880.503002331476
249,250,238,13954.773134490126
249,251,238,14074.136756750755
250,250,229,12829.743410490453
250,251,224,13004.513859887724
249,251,216,13036.872139311861
249,251,214,13282.089180843323
249,251,211,13436.614244112861
247,248,235,14119.397317677736
248,248,236,14280.12101254065
248,249,236,14355.612604060443
248,249,236,14441.198911000276
248,249,236,14486.900446267566
249,249,234,13980.338360240683
249,249,235,13905.271217546891
249,249,235,13938.536942244507
249,249,236,13910.63044105377
249,249,236,13905.164195157937
243,245,232,13424.696133487625
243,246,232,13548.241866327007
243,246,232,13676.385870574159
243,246,232,13881.720880385838
243,246,232,13922.209711003234
252,247,224,14053.95071156323
252,248,225,14043.837105676066
252,248,225,13833.142932888586
249,246,223,14259.345841689035
241,238,218,13967.862664715969
246,242,222,14624.764805100858
246,243,221,14992.508810146246
246,243,220,14697.872249621083
247,244,216,14782.408319156617
246,244,214,15192.94586175331
250,242,204,14329.16796952486
249,242,203,14429.734284809092
249,243,203,14152.034071528586
250,244,206,14411.839445425663
250,245,208,14602.26794628182
250,246,229,12813.215259633027
250,246,229,12790.499150961172
250,247,230,12733.648142936872
250,248,231,12781.239439295605
250,248,231,12843.711812945083
252,247,222,13356.487038974301
252,247,222,13196.811612300226
252,247,224,12488.459028659854
252,248,224,13323.63952617161
252,248,226,12753.30365263042
249,246,236,12541.734417725354
249,246,236,12731.46183015313
250,247,236,12720.82469466771
250,247,235,12896.213587719947
250,248,235,12541.11678802874
251,242,235,14700.0
251,242,235,14661.244789384305
251,242,234,14948.0
251,241,234,14948.0
251,241,234,15096.0
248,227,216,15253.824255464715
247,226,216,15156.838435537065
250,240,234,13683.390343496576
242,233,221,13325.65151629562
242,234,224,12966.830340105807
243,234,222,13108.607004682068
243,234,222,14222.874499672092
242,234,223,14444.096740395762
248,238,227,13313.032773693558
248,239,226,13231.0
242,228,216,13273.685766641516
248,232,223,14477.970384415006
248,234,225,14582.591155933216
247,236,226,12609.908938145498
247,237,226,12527.681297554169
243,236,231,12493.468175785616
243,236,231,12661.093432902358
243,236,230,12855.029650417855
243,236,229,12988.306737410487
243,236,230,13201.402882236871
249,236,231,13778.620651648147
249,238,233,13517.2344322633
250,238,232,13923.057799673406
249,239,232,14068.625655927463
249,239,231,14177.524086698424
192,193,192,15135.491518040537
191,192,190,15313.18686006288
197,197,195,14789.125318925828
209,208,205,13685.924109973479
223,223,217,14986.246912558097
245,244,242,13033.918455740204
245,244,242,13176.966517640278
245,245,241,13214.980859948555
245,245,242,13227.768088807119
245,245,242,13470.681786473142
249,247,242,13726.047315678443
249,247,242,13672.602833606303
249,248,241,13767.495537592098
249,248,241,13868.574823434465
249,248,241,13895.688659921288
248,246,242,13039.801118280739
248,247,242,13080.459817560506
249,247,242,13228.602328400128
249,247,242,13236.998705491307
249,248,242,13334.56064583594
249,246,240,13747.315746659879
249,247,239,13847.539364523254
249,247,239,13864.23994000163
249,247,239,13937.353132372373
249,248,239,14071.802291795611
249,248,236,12578.980771749048
249,248,235,12726.654031893704
249,248,235,12769.977578931721
249,248,234,12853.077196345665
249,248,234,12993.006769316271
